advising_requisite_code	core_literature_requirement	course_catalog_text	course_code	course_code_number	course_code_prefix	course_code_sanitized	course_fees	course_title	default_credit_hours	division_code	fee_type	fixed_variable_credit	max_credit_hours	min_credit_hourse
COM356	NULL	Studies criteria by which people evaluate the visual media of film and televison. Students learn and practice established and innovative critical approaches, articulating meaning and value of wide range of visual texts. Fulfills core Aesthetic Sensibilities and Practices theme.	COM  356                      	356	COM	COM-356	0	MEDIA CRITICISM	4	UG	NULL	F	4	4
COM356	NULL	Studies criteria by which people evaluate the visual media of film and televison. Students learn and practice established and innovative critical approaches, articulating meaning and value of wide range of visual texts. Fulfills core Aesthetic Sensibilities and Practices theme.	COM  356                      	356	COM	COM-356	0	MEDIA CRITICISM	4	UG	NULL	F	4	4
COM371	Y	Explores topics not regularly taught but of interest to majors. Designated as repeatable; students may enroll more than once if topic changes.  Prerequisites set by instructor. Lab fee for some topics.	COM  371                      	371	COM	COM-371	0	SEL TOP:	2	UG	Y	V	4	2
COM491	NULL	Synthesizes and extends concepts and skills developed throughout communication arts major. Students develop critical and creative thesis projects. Lab fee for some topics.    Prerequisite(s): Senior standing and major.	COM  491                      	491	COM	COM-491	0	SENIOR SEMINAR	4	UG	NULL	F	4	4
COM491	NULL	Synthesizes and extends concepts and skills developed throughout communication arts major. Students develop critical and creative thesis projects. Lab fee for some topics.    Prerequisite(s): Senior standing and major.	COM  491                      	491	COM	COM-491	0	SENIOR SEMINAR	4	UG	NULL	F	4	4
COR210	Y	Interpretation of cultural difference, ethnocentrism and culture's shaping of behavior and values.  Students reflect purposefully on theory and praxis of being citizen-sojourners, and ask deeper questions of their global experience and reintegration into homeland.	COR  210                      	210	COR	COR-210	0	NEW PERSPECT:GLOBAL UNDERSTNDING I	0	UG	Y	F	0	0
COR211	Y	Interpretation of cultural difference, ethnocentrism and culture's shaping of behavior and values.  Students reflect purposefully on theory and praxis of being citizen-sojourners, and ask deeper questions of their global experience and reintegration into homeland.	COR  211                      	211	COR	COR-211	0	NEW PERSPECT:GLOBAL UNDERSTNDING II	0	UG	Y	F	0	0
COR211	Y	Interpretation of cultural difference, ethnocentrism and culture's shaping of behavior and values.  Students reflect purposefully on theory and praxis of being citizen-sojourners, and ask deeper questions of their global experience and reintegration into homeland.	COR  211                      	211	COR	COR-211	0	NEW PERSPECT:GLOBAL UNDERSTNDING II	0	UG	Y	F	0	0
CPS101	Y	An introduction to the fundamental principles of Computer Science for non-majors from bits to artificial intelligence. Computation as a tool for solving problems, and computational thinking as a way of approaching problems in algorithmic terms. Application of computational thinking to problems arising in a broad variety of disciplines. Fulfills core natural science.	CPS  101                      	101	CPS	CPS-101	0	DECODING COMPUTER SCIENCE	4	UG	Y	F	4	4
ENG335	NULL	NULL	ENG  335                      	335	ENG	ENG-335	0	18th CENTURY BRITISH LITERATURE	4	UG	NULL	F	4	4
CPS121	Y	Introduces fundamental programming concepts using Python. Topics include nature of algorithms, essential control structures and data representation. Weekly programming laboratories. Lab fee.	CPS  121                      	121	CPS	CPS-121	0	INTRODUCTION TO PROGRAMMING	4	UG	Y	F	4	4
CPS122	Y	Introduces object-oriented analysis and design using a statically typed programming language, encapsulation, inheritance, polymorphism, use cases, UML , modeling, design patterns and testing methods. Continued development of design and programming skills using UML and Java through weekly laboatories and a semester team project.  Lab fee.  Prerequisite(s): CPS 121	CPS  122                      	122	CPS	CPS-122	0	OBJECT-ORIENTED SOFTWARE DEV	4	UG	Y	V	4	0
CPS221	Y	Introduces fundamental software systems: operating systems, computer networks, database management systems. Common concerns such as concurrency and security. Continued development of design and programming skills using Java through weekly laboratories. Lab fee.  Prerequisite(s): CPS 122 or familiarity with Java.	CPS  221                      	221	CPS	CPS-221	0	SOFTWARE SYSTEMS	4	UG	Y	F	4	4
CPS222	Y	Introduces analysis of algorithms; implementation of data structures; advanced methods for organizing data in primary and secondary storage; problem-solving strategies; recursion; parallel algorithms; continued development of algorithm analysis skills. Weekly laboratories introduce C++ including use of templates and Standard Template Library.  Lab fee.  Prerequisite(s): CPS 122.	CPS  222                      	222	CPS	CPS-222	0	DATA STRUCTURES/ALGORTHMS	4	UG	Y	F	4	4
CPS311	Y	Introduces computers as physical devices composed of gates, binary representation of information, and the assembly language level of computer description. Methods of improving performance including various forms of parallelism in hardware. (Alternate Years.)  Lab fee. Prerequisite(s): CPS 122.	CPS  311                      	311	CPS	CPS-311	0	COMPUTER ORGANIZATION	4	UG	Y	F	4	4
CPS343	NULL	Introduces high-performance computing using modern hardware and software.  Topics include shared memory parallelization, cluster computing, GPGPU programming, handling large data sets, and impact of data movement and memory hierarchy on performance.  Programming done in C or C++.  (Alternate years) Prerequisite(s): CPS 222 or permission of instructor.	CPS  343                      	343	CPS	CPS-343	0	PARALLEL & HIGH-PERFORMANCE COMPUT	4	UG	NULL	F	4	4
CPS350	NULL	This course focuses on mobile application development. It includes related topics in user interface design, cloud computing, security, and privacy.	CPS  350                      	350	CPS	CPS-350	0	MOBILE COMPUTING	4	UG	NULL	F	4	4
CPS353	NULL	Begins the process of understanding the theory and practice of programming for the internet. Covers a variety of languages, internet standards, and the art of combining these tools within a multi-tier system including a backend database.  (Alternate years) Prerequisite(s): CPS 222.	CPS  353                      	353	CPS	CPS-353	0	INTERNET PROGRAMMING	4	UG	NULL	F	4	4
CPS391	NULL	Explores principles and practices of computer science in various professional contexts, including related theological and ethical issues. Students read papers and sections of textbooks, present them in class, and lead related discussions. BS students' readings focus on the software development process. Also follows the progress of projects in CPS491.	CPS  391                      	391	CPS	CPS-391	0	JUNIOR SEMINAR I	2	UG	NULL	F	2	2
CPS392	NULL	Continues to follow the progress of projects in CPS 492.	CPS  392                      	392	CPS	CPS-392	0	JUNIOR SEMINAR II	0	UG	NULL	F	0	0
CPS491	Y	Students work in teams to develop requirements, specifications, high-level design and protytpe code for a computerized solution to an actual problem.  The project is described in oral reports and written documentation. Readings and class discussion related to process.    	CPS  491                      	491	CPS	CPS-491	0	SOFTWARE ENGINEERING PROJECT I	2	UG	Y	F	2	2
CPS492	Y	Students work in teams to develop, deploy, and refine the system they started in CPS 491.  Readings and class discussion related to process. Prerequisite(s): CPS 491 and departmentally-approved senior project proposal.    	CPS  492                      	492	CPS	CPS-492	0	SOFTWARE ENGINEERING PROJECT II	4	UG	Y	F	4	4
CSD171	NULL	Explores topic not regularly offered. Designated as repeatable for credit; students may enroll more than once if topic changes.    Prerequisite(s): Set by instructor.  	CSD  171                      	171	CSD	CSD-171	0	SEL TOP:	2	UG	NULL	V	4	2
CSD371	NULL	NULL	CSD  371                      	371	CSD	CSD-371	0	SELECTED TOPICS:	2	UG	NULL	V	4	2
CSD425	NULL	NULL	CSD  425                      	425	CSD	CSD-425	0	PRACTICUM SPEECH LANG PATHLGY ASST	3	UG	NULL	V	4	3
CSD425	NULL	NULL	CSD  425                      	425	CSD	CSD-425	0	PRACTICUM SPEECH LANG PATHLGY ASST	3	UG	NULL	V	4	3
ECB101	NULL	Introduces the discipline; scarcity and comparative economic systems; pricing system within market economy; output and input markets; efficiency and equity of resource allocation in context of Christian teaching.  Fulfills core Civic Responsibility theme	ECB  101                      	101	ECB	ECB-101	0	PRINCIPLES OF MICROECONOMICS	4	UG	NULL	F	4	4
ECB102	NULL	Introduces economics of inflation, recession, unemployment, and economic growth. Includes role of Federal Reserve, consequences of budget deficits, effects of international trade on U.S. economy, assessment of current policy. Prerequisite(s): ECB 101.	ECB  102                      	102	ECB	ECB-102	0	PRINCIPLES OF MACROECONOMICS	4	UG	NULL	F	4	4
ECB102	NULL	Introduces economics of inflation, recession, unemployment, and economic growth. Includes role of Federal Reserve, consequences of budget deficits, effects of international trade on U.S. economy, assessment of current policy. Prerequisite(s): ECB 101.	ECB  102                      	102	ECB	ECB-102	0	PRINCIPLES OF MACROECONOMICS	4	UG	NULL	F	4	4
ECB102	NULL	Introduces economics of inflation, recession, unemployment, and economic growth. Includes role of Federal Reserve, consequences of budget deficits, effects of international trade on U.S. economy, assessment of current policy. Prerequisite(s): ECB 101.	ECB  102                      	102	ECB	ECB-102	0	PRINCIPLES OF MACROECONOMICS	4	UG	NULL	F	4	4
ECB118	NULL	Considers underlying theory and analytical aspects of accounting as control device and management tool; construction and interpretation of basic financial statement. Prerequisite(s): ECB117	ECB  118                      	118	ECB	ECB-118	0	PRINCIPLES OF ACCOUNTING II	4	UG	NULL	F	4	4
ENG336	NULL	NULL	ENG  336                      	336	ENG	ENG-336	0	BRITISH MODERNISM	4	UG	NULL	F	4	4
ECB211	NULL	Explores basic tools of descriptive and inferential statistics; applies probability theory, estimation, hypothesis testing and regression techniques to business and economic analysis. 	ECB  211                      	211	ECB	ECB-211	0	STATISTICS IN BUSINESS & ECONOMICS	4	UG	NULL	F	4	4
ECB211	NULL	Explores basic tools of descriptive and inferential statistics; applies probability theory, estimation, hypothesis testing and regression techniques to business and economic analysis. 	ECB  211                      	211	ECB	ECB-211	0	STATISTICS IN BUSINESS & ECONOMICS	4	UG	NULL	F	4	4
ECB211	NULL	Explores basic tools of descriptive and inferential statistics; applies probability theory, estimation, hypothesis testing and regression techniques to business and economic analysis. 	ECB  211                      	211	ECB	ECB-211	0	STATISTICS IN BUSINESS & ECONOMICS	4	UG	NULL	F	4	4
ECB245	NULL	Studies fundamental concepts of planning, organizing, leading and controlling in context of individual and organizational behavior; productive and efficient management of human and material resources; role of faith in informing business practices and decision making.Prerequisite(s): Sophomore standing.	ECB  245                      	245	ECB	ECB-245	0	PRINCIPLES OF MANAGEMENT	4	UG	NULL	F	4	4
ECB245	NULL	Studies fundamental concepts of planning, organizing, leading and controlling in context of individual and organizational behavior; productive and efficient management of human and material resources; role of faith in informing business practices and decision making.Prerequisite(s): Sophomore standing.	ECB  245                      	245	ECB	ECB-245	0	PRINCIPLES OF MANAGEMENT	4	UG	NULL	F	4	4
ECB245	NULL	Studies fundamental concepts of planning, organizing, leading and controlling in context of individual and organizational behavior; productive and efficient management of human and material resources; role of faith in informing business practices and decision making.Prerequisite(s): Sophomore standing.	ECB  245                      	245	ECB	ECB-245	0	PRINCIPLES OF MANAGEMENT	4	UG	NULL	F	4	4
ECB247	NULL	Develops facility with analytical tools and understanding of business principles necessary to make optimal decisions in management of a frim and to provide access to required financial resources.  Topics include financial statement analysis, use of metrics, working capital management, optimal capital structure and capital budgeting.  Prerequisite(s): ECB117.	ECB  247                      	247	ECB	ECB-247	0	FINANCIAL MANAGEMENT	4	UG	NULL	F	4	4
ECB247	NULL	Develops facility with analytical tools and understanding of business principles necessary to make optimal decisions in management of a frim and to provide access to required financial resources.  Topics include financial statement analysis, use of metrics, working capital management, optimal capital structure and capital budgeting.  Prerequisite(s): ECB117.	ECB  247                      	247	ECB	ECB-247	0	FINANCIAL MANAGEMENT	4	UG	NULL	F	4	4
ECB277	NULL	Studies modern marketing principles and practices, focusing on basic components of marketing such as consumer behavior, marketing research, product, distribution, promotion and pricing. Examines strategic marketing planning, international marketing, service and nonprofit marketing.	ECB  277                      	277	ECB	ECB-277	0	PRINCIPLES OF MARKETING	4	UG	NULL	F	4	4
ECB277	NULL	Studies modern marketing principles and practices, focusing on basic components of marketing such as consumer behavior, marketing research, product, distribution, promotion and pricing. Examines strategic marketing planning, international marketing, service and nonprofit marketing.	ECB  277                      	277	ECB	ECB-277	0	PRINCIPLES OF MARKETING	4	UG	NULL	F	4	4
ECB305	NULL	Analyzes developing economies; surveys and critiques various development strategies; agricultural, industrial and trade policies and their effect on economic growth and human welfare. Prerequisite: ECB202.	ECB  305                      	305	ECB	ECB-305	0	ECONOMIC DEVELOPMENT	4	UG	NULL	F	4	4
ECB311	NULL	Analyzes individual decision units within the economy (principally households and business fi rms); product and factor market analysis. Prerequisites: ECB201, MAT134 or equivalent.	ECB  311                      	311	ECB	ECB-311	0	INTERMEDIATE MICROECONOMICS	4	UG	NULL	F	4	4
ECB311	NULL	Analyzes individual decision units within the economy (principally households and business fi rms); product and factor market analysis. Prerequisites: ECB201, MAT134 or equivalent.	ECB  311                      	311	ECB	ECB-311	0	INTERMEDIATE MICROECONOMICS	4	UG	NULL	F	4	4
ECB313	NULL	Explores development, testing and application of multiple regression models in economic and business analysis and forecasting. Prerequisite: ECB211.	ECB  313                      	313	ECB	ECB-313	0	ECONOMETRICS	4	UG	NULL	F	4	4
ECB320	NULL	Examines legal environment and role of courts, administrative agencies and regulatory authorities in shaping business policies and activities; law of contracts regarding individual�s relationships within business community. Prerequisite: junior standing or permission of instructor.	ECB  320                      	320	ECB	ECB-320	0	BUSINESS LAW	4	UG	NULL	F	4	4
ECB324	NULL	Develops macroeconomic models to analyze problems of inflation and unemployment; surveys and evaluates alternative policy proposals. Current issues stressed.  Prerequisites: ECB202, 211 and MAT134 or equivalent.	ECB  324                      	324	ECB	ECB-324	0	INTERMEDIATE MACROECONOMICS	4	UG	NULL	F	4	4
ECB330	NULL	Examines function of financial institutions and markets in economy including roles commercial banks and other financial intermediaries and markets for financial assets play in raising funds and determining security prices. Prerequisite: ECB202.	ECB  330                      	330	ECB	ECB-330	0	FINANCIAL MARKETS AND INSTITUTIONS	4	UG	NULL	F	4	4
ECB341	NULL	Studies broad range of historic and contemporary Christian teaching on variety of economic issues. Explores biblical and theological basis for diverse Christian views (e.g., Reformed, Roman Catholic, Anabaptist, evangelical) and relevance of Christian teaching for contemporary policy debates. Prerequisite: ECB202.	ECB  341                      	341	ECB	ECB-341	0	CHRISTIAN TEACHING ON THE ECONOMY	2	UG	NULL	F	2	2
ECB341	NULL	Studies broad range of historic and contemporary Christian teaching on variety of economic issues. Explores biblical and theological basis for diverse Christian views (e.g., Reformed, Roman Catholic, Anabaptist, evangelical) and relevance of Christian teaching for contemporary policy debates. Prerequisite: ECB202.	ECB  341                      	341	ECB	ECB-341	0	CHRISTIAN TEACHING ON THE ECONOMY	2	UG	NULL	F	2	2
ENG337	NULL	NULL	ENG  337                      	337	ENG	ENG-337	0	CONTEMPORARY BRITISH LITERATURE	4	UG	NULL	F	4	4
ECB348	Y	Examination of human behavior in work organizations. Focuses on enhancing individual and organizational performance by understanding perception, personality, motivation, decision making, teams, leadership, organization structure and culture. Involves extensive group work. Prerequisites: Junior standing and permission of instructor.	ECB  348                      	348	ECB	ECB-348	0	ORGANIZATIONAL BEHAVIOR	4	UG	Y	F	4	4
ECB349	NULL	Introduces theories, research and practical models of leadership in organizations. Interactive course exposes students to examples of successful and unsuccessful leaders, leadership in relation to Christianty, explores students' own leadership abilities. Emphasis given to business organization leaders though leaders from a variety of fields covered.	ECB  349                      	349	ECB	ECB-349	0	LEADERSHIP IN AND OF ORGANIZATIONS	4	UG	NULL	F	4	4
ECB352	NULL	Examines generally accepted accounting principles and underlying theory related to preparation of financial statements; current balance sheet valuation and income determination issues. Prerequisites: ECB218	ECB  352                      	352	ECB	ECB-352	0	INTERMEDIATE ACCOUNTING I	4	UG	NULL	F	4	4
ECB353	NULL	Examines generally accepted accounting principles and underlying theory related to preparation of fi nancial statements; current balance sheet valuation and income determination issues. Prerequisites: ECB352 .	ECB  353                      	353	ECB	ECB-353	0	INTERMEDIATE ACCOUNTING II	4	UG	NULL	F	4	4
ECB355	NULL	This course will emphasize the importance of risk management in minimizing losses and maximizing opportunities. Students will learn how to identify, assess and mitigate various through specific insurance mechanisms. There will be discussions on specific insurance business models and their limitations in risk management. The importance of ethics, legal aspects and regulatory regimes of insurance will also be considered. Prerequisites:  ECB211 or comparable training as determined by the instructor	ECB  355                      	355	ECB	ECB-355	0	RISK MANAGEMENT AND INSURANCE	4	UG	NULL	F	4	4
ECB356	NULL	This course seeks to help students develop a holistic approach in financial planning by gaining a deeper understanding of the basic principles of personal finance. Students will learn how to analyze real-life personal financial challenges and apply appropriate financial tools and mechanisms to address specific situations and meet financial goals. Spring semester. Prerequistes: MAT134 or proficiency in basic financial tools as determined by the instructor.	ECB  356                      	356	ECB	ECB-356	0	PERSONAL FINANCIAL PLANNING	4	UG	NULL	F	4	4
ECB361	NULL	Forensic Accounting covers investigative and analytical skills in order to resolve financial issues. Topics include fraud auditing, business valuation, litigation support and other forensic accounting related projects. Forensic accounting is the action of identifying, recording, settling, extracting, sorting, reporting, and verifying past financial data or other accounting activities for settling current or prospective legal disputes or using such past financial data for projecting future financial data to settle legal disputes. (Forensic and Investigative Accounting by Crumbley, Heitger, Smith)	ECB  361                      	361	ECB	ECB-361	0	FORENSIC ACCOUNTING	4	UG	NULL	F	4	4
ECB362	NULL	Examines accounting issues related to determination of cost of goods and services in manufacturing or service organization; cost behavior, job order and process cost systems, budgeting and standard costing.  Prerequisites: ECB101, 118.	ECB  362                      	362	ECB	ECB-362	0	COST ACCOUNTING	4	UG	NULL	F	4	4
ECB364	NULL	Surveys basic provisions of federal income tax law as it affects both individuals and businesses; stresses federal tax policy and tax planning.   Prerequisite: ECB218.	ECB  364                      	364	ECB	ECB-364	0	FEDERAL INCOME TAXATION	4	UG	NULL	F	4	4
ECB366	NULL	Studies causes and consequences of trade between nations; trade restrictions; policy implications in developed and developing countries. Examines structure of international monetary system; balance of payments, foreign exchange markets and international capital flows. Prerequisite: ECB101, 102.	ECB  366                      	366	ECB	ECB-366	0	INTERNATIONAL ECONOMICS	4	UG	NULL	F	4	4
ECB371	NULL	Explores theoretical or applied topic not regularly taught. Designated as repeatable; students may enroll more than once if topic changes. Prerequisites set by instructor.	ECB  371                      	371	ECB	ECB-371	0	SEL TOP:	4	UG	NULL	V	8	2
ECB371	NULL	Explores theoretical or applied topic not regularly taught. Designated as repeatable; students may enroll more than once if topic changes. Prerequisites set by instructor.	ECB  371                      	371	ECB	ECB-371	0	SEL TOP:	4	UG	NULL	V	8	2
ECB372	NULL	Introduction to investment in financial assets including fixed income securities, common stock and derivative securities, with emphasis on development of investment objectives, security valuation and portfolio management.  Prerequisite: ECB117 or permission of instructor.	ECB  372                      	372	ECB	ECB-372	0	INVESTMENTS	4	UG	NULL	F	4	4
ECB374	NULL	Considers marketing and management aspects of small business; startup issues including financing, budgeting, marketing, advertising, pricing and staffing. Social entrepreneurship and Christian business principles explored. Students prepare a business proposal.	ECB  374                      	374	ECB	ECB-374	0	SMALL BUSINES MANAGEMENT	4	UG	NULL	F	4	4
ECB416	NULL	Examines political aspects of international economic relations; global economy, development of international economic organizations and role of key national and transnational actors (e.g., United States and U.S.-based multinational corporations). Alternative theoretical approaches presented.   Prerequisites: junior standing, POL106 and ECB202.	ECB  416                      	416	ECB	ECB-416	0	INTERNATIONAL POLITICAL ECONOMY	4	UG	NULL	F	4	4
ECB443	NULL	Examines role of auditing function in society including study of generally accepted auditing standards; the attest function and ethical standards of the profession. Prerequisite: ECB353 or permission of instructor.	ECB  443                      	443	ECB	ECB-443	0	AUDITING	4	UG	NULL	F	4	4
ECB467	NULL	Advanced investigation of strategic issues in corporate finance including merger/acquisition analysis and firm valuation; bankruptcy and reorganization of firm; optimal capital structure; capital budgeting models incorporating uncertainty; risk management credit policy and bond refunding analysis; and integrative extension of international financial management. Prerequisites: ECB247	ECB  467                      	467	ECB	ECB-467	0	ADVANCED CORPORATE FINANCE	4	UG	NULL	F	4	4
ECB491	NULL	Explores strengths and limitations of discipline of economics and its assumptions of rational, self-interested behavior. Requires preparation and presentation of research on a current policy issue. Prerequisite: senior standing.	ECB  491                      	491	ECB	ECB-491	0	SENIOR SEMINAR:ECONOMIC POLICY	4	UG	NULL	F	4	4
ECB492	NULL	Case studies and discussion are used as integrative tools for analyzing strategic issues and ethical considerations in business. Prerequisite: senior standing as an accounting, business or finance major.	ECB  492                      	492	ECB	ECB-492	0	SENIOR SEMINAR:MGMNT/STRATEG/ETHICS	4	UG	NULL	F	4	4
ECB492	NULL	Case studies and discussion are used as integrative tools for analyzing strategic issues and ethical considerations in business. Prerequisite: senior standing as an accounting, business or finance major.	ECB  492                      	492	ECB	ECB-492	0	SENIOR SEMINAR:MGMNT/STRATEG/ETHICS	4	UG	NULL	F	4	4
EDU112	Y	courses explore the teaching profession,  provide opportunities to observe and refl ect upon classroom interactions at  appropriate grade levels and content areas. Field experience required.	EDU  112                      	112	EDU	EDU-112	0	INTRODUCTION EARLY CHILDHOOD EDUCAT	2	UG	Y	F	2	2
EDU113	Y	courses explore the teaching profession,  provide opportunities to observe and refl ect upon classroom interactions at  appropriate grade levels and content areas. Field experience required.  Elementary education majors.	EDU  113                      	113	EDU	EDU-113	0	INTRODUCTION TO ELEMENTARY EDUCATN	2	UG	Y	V	2	0
EDU118	Y	Introduces history and philosophy of American education with particular focus on issues facing communities, schools and teachers today. Fulfills core Civic Responsibility theme.	EDU  118                      	118	EDU	EDU-118	0	SCHOOLS IN SOCIETY	4	UG	Y	V	4	4
EDU225	NULL	Studies aspects of development from birth through early adolescence; emphasizes learning process. Examines theory and research. Field experience required. Fulfills core Human Person theme..	EDU  225                      	225	EDU	EDU-225	0	HUMAN DEVELOPMENT/LEARNING	4	UG	NULL	F	4	4
EDU226	NULL	Considers theories of adolescent development, learning theories and social context within which today�s adolescents grow and learn. Fulfills core Human Person theme.	EDU  226                      	226	EDU	EDU-226	0	ADOLESCENT DEVELOPMENT/LEARNING	4	UG	NULL	F	4	4
EDU226	NULL	Considers theories of adolescent development, learning theories and social context within which today�s adolescents grow and learn. Fulfills core Human Person theme.	EDU  226                      	226	EDU	EDU-226	0	ADOLESCENT DEVELOPMENT/LEARNING	4	UG	NULL	F	4	4
EDU231	Y	Studies contemporary children�s literature; selecting, introducing and using quality literature that includes diverse backgrounds  and learning styles with preschool and elementary children. Materials fee.	EDU  231                      	231	EDU	EDU-231	0	CHILDREN'S LITERATURE	2	UG	Y	F	2	2
EDU231	Y	Studies contemporary children�s literature; selecting, introducing and using quality literature that includes diverse backgrounds  and learning styles with preschool and elementary children. Materials fee.	EDU  231                      	231	EDU	EDU-231	0	CHILDREN'S LITERATURE	2	UG	Y	F	2	2
EDU232	NULL	Studies emerging field of adolescent literature, its history, its canon and its artistic quality. Focuses on critical analysis of literature and aesthetic appeal of genres used to address issues relevant to a specific audience..Fulfills core Aesthetics and Sensibilities theme and literature requirement.	EDU  232                      	232	EDU	EDU-232	0	ADOLESCENT LITERATURE	4	UG	NULL	F	4	4
EDU238	NULL	Explores historical, legal and educational issues related to children and adolescents with low- and high-incidence disabilities.  Field experience required.  Prerequisite: One of EDU112, 113, 118; EDU 225 or Secondary or Middle School major	EDU  238                      	238	EDU	EDU-238	0	EXCEPTIONAL CHILD	2	UG	NULL	F	2	2
EDU238	NULL	Explores historical, legal and educational issues related to children and adolescents with low- and high-incidence disabilities.  Field experience required.  Prerequisite: One of EDU112, 113, 118; EDU 225 or Secondary or Middle School major	EDU  238                      	238	EDU	EDU-238	0	EXCEPTIONAL CHILD	2	UG	NULL	F	2	2
EDU270	Y	Analyzes and applies theory for teaching math PreK�8. Field experience required. Materials fee.  Prerequisite: concurrent enrollment in MAT205 or 206.	EDU  270                      	270	EDU	EDU-270	0	MATH METHODS	3	UG	Y	V	3	3
EDU301	NULL	Examines teaching strategies for developing language skills; assessment techniques at elementary and secondary levels; historical, philosophical and legal bases for ESL and bilingual education. Prerequisite: EDU300.	EDU  301                      	301	EDU	EDU-301	0	METHODS OF SECOND LANGUAGE TEACHNG	2	UG	NULL	F	2	2
EDU302	Y	Explores implications of handicapping conditions and young children in preschool and school settings; identification, service delivery models and teaching/learning strategies. Field experience required.  Prerequisite: early childhood major and program acceptance. Materials fee.	EDU  302                      	302	EDU	EDU-302	0	DISABILITIES AND THE YOUNG CHILD	2	UG	Y	F	2	2
EDU303	NULL	Introduces students to skills and knowledge needed to shelter content instruction for English language learners. Identifies and experiments with variety  of research-based and effective strategies and approaches so second language learners will understand English content.	EDU  303                      	303	EDU	EDU-303	0	ESL USING SHELTERED ENGLISH	2	UG	NULL	F	2	2
EDU342	NULL	Focuses on evaluation process for students with disabilities as well as identifying and developing appropriate interventions to meet these students� needs. Field experience required. Prerequisite:EDU238, special education major and program acceptance.	EDU  342                      	342	EDU	EDU-342	0	SPECIAL EDUC ASSESSMENT/INTERVENTN	2	UG	NULL	F	2	2
EDU345	Y	Explores history, theories, scientifically based reading research, developmental stages, five components of reading and literacy instruction for children with and without disabilities as well as English language learners. Prerequisite: approval for teacher education program.	EDU  345                      	345	EDU	EDU-345	0	INTRODUCTION TO TEACHING READING	2	UG	Y	F	2	2
EDU346	Y	Focuses on science of reading and explores teaching methods, strategies and materials in reading, writing, speaking and listening for typical and atypical learners. Field experience required. Prerequisites: program approval for early childhood education and EDU345. Materials fee.	EDU  346                      	346	EDU	EDU-346	0	EA CHLDHD READING/LANGUAGE ARTS	3	UG	Y	V	3	0
EDU347	Y	Explores teaching theories, methods, strategies and materials in reading, writing, listening and speaking for elementary learners with and without disabilities. Field experience required.  Prerequisites: program approval for teacher education and EDU345. Materials fee.	EDU  347                      	347	EDU	EDU-347	0	ELEM READING AND LANGUAGE ARTS	3	UG	Y	V	3	0
EDU348	Y	Further develops preservice teacher�s conceptual and technical skills in reading assessment. Preservice teachers look at assessment of student performance as it aligns to instruction and curriculum. Examines role that validity, reliability, test bias and item construction play in ensuring a quality and meaningful assessment instrument, and review assessment instruments. Taken concurrently with EDU346 or 347. Materials fee.	EDU  348                      	348	EDU	EDU-348	0	ASSESSMENT FOR CLASSROOM TEACHER	2	UG	Y	F	2	2
EDU352	Y	Explores teaching theories, methods, strategies and assesment materials for teaching literacy and independent learning skills to middle school and secondary students with and without learning disabilities. Field experience required.  Prerequisites: EDU226 and approval for teacher education program.   Materials fee.	EDU  352                      	352	EDU	EDU-352	0	TEACHING LITERACY IN CONTENT AREAS	4	UG	Y	F	4	4
EDU366	NULL	Explores American urban school systems and cultures, examining values, politics, economics, and social dynamics of urban school culture and how to respond as Christians.  Fulfills Global Understanding theme.	EDU  366                      	366	EDU	EDU-366	0	CONTEXTS OF THE URBAN SCHOOL	4	UG	NULL	F	4	4
EDU373	Y	This course will address the progression of number sense concepts from Kindergarten through Grade 8 as they relate to and support instruction in elementary and middle school settings.  Emphasis will be on deepening teacher candidates� understanding of arithmetic operations, teaching concepts vs. procedures, and incorporating the Standards for Mathematical Practice.    In this course, number sense is defined as an intuitive understanding of numbers, their magnitudes, their relationships and how they are affected by operations. An appreciation of number sense makes numerical activities in curriculum as well as in the real world meaningful.    According to the Diagnostic and Statistical Manual (DSM-V), a specific learning disability in mathematics is manifested as difficulties with number sense, memorization of arithmetic facts, accurate or fluent calculation, and/or accurate math reasoning.    This course will enable you to understand the root causes of the difficulties exhibited by students with math learning disabilities and how it affects their performance in elementary, middle, and high school mathematics. We will examine case studies to determine how number sense permeates student work in the areas of numerical operations, geometry, rational numbers, and algebra, as well as determine research-based strategies to repair number sense deficits. Teacher candidates will apply number sense concepts to their teaching practice by designing and implementing six number sense activities with an assigned student (focusing on one grade level). Course fee.   	EDU  373                      	373	EDU	EDU-373	0	DEVELOPMENTAL NUMBER SENSE	3	UG	Y	F	3	3
EDU400	Y	Level PreK�6 or 5�12. Materials fee.	EDU  400                      	400	EDU	EDU-400	0	TEACHING ENGLISH AS SECOND LANG PRA	6	UG	Y	V	8	0
EDU407	NULL	Analyzes issues in special education; classroom management and individualization techniques. Prerequisites: senior standing and full approval for special education program.  Field experience required. Materials fee.	EDU  407                      	407	EDU	EDU-407	0	SPECIAL EDUCATION SEMINAR	2	UG	NULL	F	2	2
EDU420	Y	Analysis of curricular issues of middle school, examination of research and practice in methods and strategies of teaching in content areas, teaming, and interdisciplinary planning. Field experience required. Prerequisites: senior standing and full approval for middle school major. Materials fee.	EDU  420                      	420	EDU	EDU-420	0	HUMANITIES: METHODS & CURRICULUM	4	UG	Y	F	4	4
